ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1/3/2005,1166.552924,1099.85685,1237.147503,1166.552924,1166.552924,0.363061749,0.363061749,0.363061749,-6.712071659,-6.712071659,-6.712071659,7.075133408,7.075133408,7.075133408,0,0,0,1166.915986
1/4/2005,1166.796121,1101.645122,1241.06317,1166.796121,1166.796121,4.529512356,4.529512356,4.529512356,-4.614980098,-4.614980098,-4.614980098,9.144492453,9.144492453,9.144492453,0,0,0,1171.325634
1/5/2005,1167.039319,1099.86477,1241.886348,1167.039319,1167.039319,6.243549405,6.243549405,6.243549405,-4.870231147,-4.870231147,-4.870231147,11.11378055,11.11378055,11.11378055,0,0,0,1173.282868
1/6/2005,1167.282516,1110.704148,1245.981657,1167.282516,1167.282516,7.856992852,7.856992852,7.856992852,-5.090753711,-5.090753711,-5.090753711,12.94774656,12.94774656,12.94774656,0,0,0,1175.139509
1/7/2005,1167.525713,1111.959652,1246.726578,1167.525713,1167.525713,9.215667041,9.215667041,9.215667041,-5.397901005,-5.397901005,-5.397901005,14.61356805,14.61356805,14.61356805,0,0,0,1176.74138
1/10/2005,1168.255304,1109.852152,1250.067319,1168.255304,1168.255304,11.61510505,11.61510505,11.61510505,-6.712071659,-6.712071659,-6.712071659,18.3271767,18.3271767,18.3271767,0,0,0,1179.870409
1/11/2005,1168.498501,1117.264904,1253.167007,1168.498501,1168.498501,14.4529631,14.4529631,14.4529631,-4.614980098,-4.614980098,-4.614980098,19.0679432,19.0679432,19.0679432,0,0,0,1182.951464
1/12/2005,1168.741698,1111.544638,1248.87703,1168.741698,1168.741698,14.66846357,14.66846357,14.66846357,-4.870231147,-4.870231147,-4.870231147,19.53869472,19.53869472,19.53869472,0,0,0,1183.410162
1/13/2005,1168.984896,1117.479391,1252.015636,1168.984896,1168.984896,14.64441236,14.64441236,14.64441236,-5.090753711,-5.090753711,-5.090753711,19.73516607,19.73516607,19.73516607,0,0,0,1183.629308
1/14/2005,1169.228093,1113.828503,1253.605465,1169.228093,1169.228093,14.2611606,14.2611606,14.2611606,-5.397901005,-5.397901005,-5.397901005,19.65906161,19.65906161,19.65906161,0,0,0,1183.489253
1/18/2005,1170.200881,1114.302339,1250.922049,1170.200881,1170.200881,12.25057466,12.25057466,12.25057466,-4.614980098,-4.614980098,-4.614980098,16.86555476,16.86555476,16.86555476,0,0,0,1182.451456
1/19/2005,1170.444078,1113.457955,1255.924237,1170.444078,1170.444078,10.77984503,10.77984503,10.77984503,-4.870231147,-4.870231147,-4.870231147,15.65007618,15.65007618,15.65007618,0,0,0,1181.223923
1/20/2005,1170.687275,1110.428165,1255.865081,1170.687275,1170.687275,9.194506323,9.194506323,9.194506323,-5.090753711,-5.090753711,-5.090753711,14.28526003,14.28526003,14.28526003,0,0,0,1179.881782
1/21/2005,1170.930472,1110.575602,1245.698464,1170.930472,1170.930472,7.407722264,7.407722264,7.407722264,-5.397901005,-5.397901005,-5.397901005,12.80562327,12.80562327,12.80562327,0,0,0,1178.338195
1/24/2005,1171.660064,1102.193878,1234.004271,1171.660064,1171.660064,1.335035746,1.335035746,1.335035746,-6.712071659,-6.712071659,-6.712071659,8.047107405,8.047107405,8.047107405,0,0,0,1172.9951
1/25/2005,1171.903261,1099.224595,1246.282069,1171.903261,1171.903261,1.864156035,1.864156035,1.864156035,-4.614980098,-4.614980098,-4.614980098,6.479136133,6.479136133,6.479136133,0,0,0,1173.767417
1/26/2005,1172.146458,1105.712022,1241.570858,1172.146458,1172.146458,0.110009963,0.110009963,0.110009963,-4.870231147,-4.870231147,-4.870231147,4.98024111,4.98024111,4.98024111,0,0,0,1172.256468
1/27/2005,1172.389655,1105.615066,1243.078502,1172.389655,1172.389655,-1.507615971,-1.507615971,-1.507615971,-5.090753711,-5.090753711,-5.090753711,3.58313774,3.58313774,3.58313774,0,0,0,1170.882039
1/28/2005,1172.632852,1101.146367,1234.594581,1172.632852,1172.632852,-3.080648039,-3.080648039,-3.080648039,-5.397901005,-5.397901005,-5.397901005,2.317252966,2.317252966,2.317252966,0,0,0,1169.552204
1/31/2005,1173.362444,1096.698729,1237.557253,1173.362444,1173.362444,-7.173574021,-7.173574021,-7.173574021,-6.712071659,-6.712071659,-6.712071659,-0.461502362,-0.461502362,-0.461502362,0,0,0,1166.18887
2/1/2005,1173.605641,1097.1981,1242.328252,1173.605641,1173.605641,-5.610140104,-5.610140104,-5.610140104,-4.614980098,-4.614980098,-4.614980098,-0.995160007,-0.995160007,-0.995160007,0,0,0,1167.995501
2/2/2005,1173.848838,1095.370661,1229.468186,1173.848838,1173.848838,-6.189435314,-6.189435314,-6.189435314,-4.870231147,-4.870231147,-4.870231147,-1.319204167,-1.319204167,-1.319204167,0,0,0,1167.659402
2/3/2005,1174.092035,1099.93873,1243.116503,1174.092035,1174.092035,-6.52452724,-6.52452724,-6.52452724,-5.090753711,-5.090753711,-5.090753711,-1.433773528,-1.433773528,-1.433773528,0,0,0,1167.567508
2/4/2005,1174.335232,1097.670446,1238.261591,1174.335232,1174.335232,-6.742210711,-6.742210711,-6.742210711,-5.397901005,-5.397901005,-5.397901005,-1.344309706,-1.344309706,-1.344309706,0,0,0,1167.593021
2/7/2005,1175.064823,1097.232759,1233.369447,1175.064823,1175.064823,-6.69119022,-6.69119022,-6.69119022,-6.712071659,-6.712071659,-6.712071659,0.020881439,0.020881439,0.020881439,0,0,0,1168.373633
2/8/2005,1175.30802,1100.874579,1238.144019,1175.30802,1175.30802,-3.836901751,-3.836901751,-3.836901751,-4.614980098,-4.614980098,-4.614980098,0.778078347,0.778078347,0.778078347,0,0,0,1171.471119
2/9/2005,1175.551218,1098.800683,1246.498345,1175.551218,1175.551218,-3.223977683,-3.223977683,-3.223977683,-4.870231147,-4.870231147,-4.870231147,1.646253465,1.646253465,1.646253465,0,0,0,1172.32724
2/10/2005,1175.794415,1102.647972,1248.636403,1175.794415,1175.794415,-2.492902705,-2.492902705,-2.492902705,-5.090753711,-5.090753711,-5.090753711,2.597851006,2.597851006,2.597851006,0,0,0,1173.301512
2/11/2005,1176.037612,1104.4138,1245.508738,1176.037612,1176.037612,-1.793815199,-1.793815199,-1.793815199,-5.397901005,-5.397901005,-5.397901005,3.604085806,3.604085806,3.604085806,0,0,0,1174.243797
2/14/2005,1176.767203,1110.349268,1246.377343,1176.767203,1176.767203,-0.050548243,-0.050548243,-0.050548243,-6.712071659,-6.712071659,-6.712071659,6.661523416,6.661523416,6.661523416,0,0,0,1176.716655
2/15/2005,1177.0104,1113.440656,1245.402869,1177.0104,1177.0104,2.987385887,2.987385887,2.987385887,-4.614980098,-4.614980098,-4.614980098,7.602365984,7.602365984,7.602365984,0,0,0,1179.997786
2/16/2005,1177.253597,1109.692485,1250.528364,1177.253597,1177.253597,3.593356818,3.593356818,3.593356818,-4.870231147,-4.870231147,-4.870231147,8.463587965,8.463587965,8.463587965,0,0,0,1180.846954
2/17/2005,1177.496794,1112.3733,1256.570006,1177.496794,1177.496794,4.134573484,4.134573484,4.134573484,-5.090753711,-5.090753711,-5.090753711,9.225327195,9.225327195,9.225327195,0,0,0,1181.631368
2/18/2005,1177.739992,1115.773012,1252.897339,1177.739992,1177.739992,4.473481863,4.473481863,4.473481863,-5.397901005,-5.397901005,-5.397901005,9.871382867,9.871382867,9.871382867,0,0,0,1182.213473
2/22/2005,1178.71278,1114.091094,1250.0437,1178.71278,1178.71278,6.504713573,6.504713573,6.504713573,-4.614980098,-4.614980098,-4.614980098,11.11969367,11.11969367,11.11969367,0,0,0,1185.217494
2/23/2005,1178.955977,1115.679152,1255.300449,1178.955977,1178.955977,6.220569066,6.220569066,6.220569066,-4.870231147,-4.870231147,-4.870231147,11.09080021,11.09080021,11.09080021,0,0,0,1185.176546
2/24/2005,1179.199174,1116.97755,1256.97302,1179.199174,1179.199174,5.846623096,5.846623096,5.846623096,-5.090753711,-5.090753711,-5.090753711,10.93737681,10.93737681,10.93737681,0,0,0,1185.045797
2/25/2005,1179.442371,1115.097813,1253.360975,1179.442371,1179.442371,5.274043254,5.274043254,5.274043254,-5.397901005,-5.397901005,-5.397901005,10.67194426,10.67194426,10.67194426,0,0,0,1184.716415
2/28/2005,1180.171963,1113.408011,1254.24619,1180.171963,1180.171963,2.659608564,2.659608564,2.659608564,-6.712071659,-6.712071659,-6.712071659,9.371680223,9.371680223,9.371680223,0,0,0,1182.831571
3/1/2005,1180.41516,1115.230707,1255.069338,1180.41516,1180.41516,4.22142099,4.22142099,4.22142099,-4.614980098,-4.614980098,-4.614980098,8.836401087,8.836401087,8.836401087,0,0,0,1184.636581
3/2/2005,1180.658357,1115.186453,1253.171016,1180.658357,1180.658357,3.415759311,3.415759311,3.415759311,-4.870231147,-4.870231147,-4.870231147,8.285990458,8.285990458,8.285990458,0,0,0,1184.074116
3/3/2005,1180.901554,1117.939432,1253.924735,1180.901554,1180.901554,2.651360819,2.651360819,2.651360819,-5.090753711,-5.090753711,-5.090753711,7.74211453,7.74211453,7.74211453,0,0,0,1183.552915
3/4/2005,1181.144751,1117.931382,1255.541206,1181.144751,1181.144751,1.827706423,1.827706423,1.827706423,-5.397901005,-5.397901005,-5.397901005,7.225607427,7.225607427,7.225607427,0,0,0,1182.972458
3/7/2005,1181.874343,1109.55305,1249.501762,1181.874343,1181.874343,-0.688960436,-0.688960436,-0.688960436,-6.712071659,-6.712071659,-6.712071659,6.023111222,6.023111222,6.023111222,0,0,0,1181.185382
3/8/2005,1182.11754,1116.281737,1251.721371,1182.11754,1182.11754,1.171670686,1.171670686,1.171670686,-4.614980098,-4.614980098,-4.614980098,5.786650784,5.786650784,5.786650784,0,0,0,1183.28921
3/9/2005,1182.360737,1114.641982,1252.516711,1182.360737,1182.360737,0.778907617,0.778907617,0.778907617,-4.870231147,-4.870231147,-4.870231147,5.649138764,5.649138764,5.649138764,0,0,0,1183.139644
3/10/2005,1182.603934,1117.820751,1253.638788,1182.603934,1182.603934,0.524730962,0.524730962,0.524730962,-5.090753711,-5.090753711,-5.090753711,5.615484674,5.615484674,5.615484674,0,0,0,1183.128665
3/11/2005,1182.847131,1109.306705,1250.509793,1182.847131,1182.847131,0.289074449,0.289074449,0.289074449,-5.397901005,-5.397901005,-5.397901005,5.686975453,5.686975453,5.686975453,0,0,0,1183.136205
3/14/2005,1183.576722,1110.783727,1252.36601,1183.576722,1183.576722,-0.220046423,-0.220046423,-0.220046423,-6.712071659,-6.712071659,-6.712071659,6.492025236,6.492025236,6.492025236,0,0,0,1183.356676
3/15/2005,1183.819919,1116.363576,1258.541962,1183.819919,1183.819919,2.312534881,2.312534881,2.312534881,-4.614980098,-4.614980098,-4.614980098,6.927514979,6.927514979,6.927514979,0,0,0,1186.132454
3/16/2005,1184.063117,1114.859902,1257.279299,1184.063117,1184.063117,2.554529469,2.554529469,2.554529469,-4.870231147,-4.870231147,-4.870231147,7.424760616,7.424760616,7.424760616,0,0,0,1186.617646
3/17/2005,1184.306314,1116.452115,1254.507954,1184.306314,1184.306314,2.876705065,2.876705065,2.876705065,-5.090753711,-5.090753711,-5.090753711,7.967458776,7.967458776,7.967458776,0,0,0,1187.183019
3/18/2005,1184.549511,1119.160212,1246.838294,1184.549511,1184.549511,3.140027584,3.140027584,3.140027584,-5.397901005,-5.397901005,-5.397901005,8.537928589,8.537928589,8.537928589,0,0,0,1187.689538
3/21/2005,1185.279102,1118.311621,1260.07631,1185.279102,1185.279102,3.519338041,3.519338041,3.519338041,-6.712071659,-6.712071659,-6.712071659,10.2314097,10.2314097,10.2314097,0,0,0,1188.79844
3/22/2005,1185.522299,1118.318986,1260.758068,1185.522299,1185.522299,6.115247,6.115247,6.115247,-4.614980098,-4.614980098,-4.614980098,10.7302271,10.7302271,10.7302271,0,0,0,1191.637546
3/23/2005,1185.765496,1121.357248,1262.742372,1185.765496,1185.765496,6.299166653,6.299166653,6.299166653,-4.870231147,-4.870231147,-4.870231147,11.1693978,11.1693978,11.1693978,0,0,0,1192.064663
3/24/2005,1186.008693,1127.821113,1257.050721,1186.008693,1186.008693,6.445076979,6.445076979,6.445076979,-5.090753711,-5.090753711,-5.090753711,11.53583069,11.53583069,11.53583069,0,0,0,1192.45377
3/28/2005,1186.981482,1117.113418,1263.886787,1186.981482,1186.981482,5.400388802,5.400388802,5.400388802,-6.712071659,-6.712071659,-6.712071659,12.11246046,12.11246046,12.11246046,0,0,0,1192.381871
3/29/2005,1187.224679,1124.477498,1269.721909,1187.224679,1187.224679,7.407676193,7.407676193,7.407676193,-4.614980098,-4.614980098,-4.614980098,12.02265629,12.02265629,12.02265629,0,0,0,1194.632355
3/30/2005,1187.467876,1118.345021,1263.079248,1187.467876,1187.467876,6.976460767,6.976460767,6.976460767,-4.870231147,-4.870231147,-4.870231147,11.84669191,11.84669191,11.84669191,0,0,0,1194.444337
3/31/2005,1187.711073,1124.304651,1264.434228,1187.711073,1187.711073,6.503411204,6.503411204,6.503411204,-5.090753711,-5.090753711,-5.090753711,11.59416492,11.59416492,11.59416492,0,0,0,1194.214484
4/1/2005,1187.95427,1129.691936,1266.126012,1187.95427,1187.95427,5.879779575,5.879779575,5.879779575,-5.397901005,-5.397901005,-5.397901005,11.27768058,11.27768058,11.27768058,0,0,0,1193.83405
4/4/2005,1188.683862,1123.217153,1255.425245,1188.683862,1188.683862,3.395148901,3.395148901,3.395148901,-6.712071659,-6.712071659,-6.712071659,10.10722056,10.10722056,10.10722056,0,0,0,1192.079011
4/5/2005,1188.927059,1123.142729,1263.027975,1188.927059,1188.927059,5.091350092,5.091350092,5.091350092,-4.614980098,-4.614980098,-4.614980098,9.70633019,9.70633019,9.70633019,0,0,0,1194.018409
4/6/2005,1189.170256,1123.866109,1259.067813,1189.170256,1189.170256,4.46360525,4.46360525,4.46360525,-4.870231147,-4.870231147,-4.870231147,9.333836397,9.333836397,9.333836397,0,0,0,1193.633861
4/7/2005,1189.413453,1125.531995,1268.872862,1189.413453,1189.413453,3.919297207,3.919297207,3.919297207,-5.090753711,-5.090753711,-5.090753711,9.010050918,9.010050918,9.010050918,0,0,0,1193.33275
4/8/2005,1189.65665,1121.200941,1259.728422,1189.65665,1189.65665,3.356513994,3.356513994,3.356513994,-5.397901005,-5.397901005,-5.397901005,8.754414999,8.754414999,8.754414999,0,0,0,1193.013164
4/11/2005,1190.386242,1123.404036,1262.553701,1190.386242,1190.386242,1.852784671,1.852784671,1.852784671,-6.712071659,-6.712071659,-6.712071659,8.56485633,8.56485633,8.56485633,0,0,0,1192.239026
4/12/2005,1190.629439,1125.303434,1265.357197,1190.629439,1190.629439,4.122792644,4.122792644,4.122792644,-4.614980098,-4.614980098,-4.614980098,8.737772742,8.737772742,8.737772742,0,0,0,1194.752231
4/13/2005,1190.872636,1126.620769,1267.590213,1190.872636,1190.872636,4.172494149,4.172494149,4.172494149,-4.870231147,-4.870231147,-4.870231147,9.042725297,9.042725297,9.042725297,0,0,0,1195.04513
4/14/2005,1191.115833,1129.249901,1266.928533,1191.115833,1191.115833,4.391939117,4.391939117,4.391939117,-5.090753711,-5.090753711,-5.090753711,9.482692828,9.482692828,9.482692828,0,0,0,1195.507772
4/15/2005,1191.35903,1127.928104,1263.078325,1191.35903,1191.35903,4.658865771,4.658865771,4.658865771,-5.397901005,-5.397901005,-5.397901005,10.05676678,10.05676678,10.05676678,0,0,0,1196.017896
4/18/2005,1192.088621,1129.008617,1264.906619,1192.088621,1192.088621,5.803919794,5.803919794,5.803919794,-6.712071659,-6.712071659,-6.712071659,12.51599145,12.51599145,12.51599145,0,0,0,1197.892541
4/19/2005,1192.331818,1131.713955,1267.20599,1192.331818,1192.331818,8.9253529,8.9253529,8.9253529,-4.614980098,-4.614980098,-4.614980098,13.540333,13.540333,13.540333,0,0,0,1201.257171
4/20/2005,1192.575016,1135.217522,1269.44727,1192.575016,1192.575016,9.767960181,9.767960181,9.767960181,-4.870231147,-4.870231147,-4.870231147,14.63819133,14.63819133,14.63819133,0,0,0,1202.342976
4/21/2005,1192.818213,1132.775627,1273.810275,1192.818213,1192.818213,10.69748092,10.69748092,10.69748092,-5.090753711,-5.090753711,-5.090753711,15.78823463,15.78823463,15.78823463,0,0,0,1203.515694
4/22/2005,1193.06141,1134.791387,1273.908039,1193.06141,1193.06141,11.56927335,11.56927335,11.56927335,-5.397901005,-5.397901005,-5.397901005,16.96717435,16.96717435,16.96717435,0,0,0,1204.630683
4/25/2005,1193.791001,1132.10831,1278.064159,1193.791001,1193.791001,13.71647537,13.71647537,13.71647537,-6.712071659,-6.712071659,-6.712071659,20.42854703,20.42854703,20.42854703,0,0,0,1207.507476
4/26/2005,1194.034198,1138.078818,1278.531014,1194.034198,1194.034198,16.85873096,16.85873096,16.85873096,-4.614980098,-4.614980098,-4.614980098,21.47371106,21.47371106,21.47371106,0,0,0,1210.892929
4/27/2005,1194.277395,1144.690393,1277.136557,1194.277395,1194.277395,17.55474606,17.55474606,17.55474606,-4.870231147,-4.870231147,-4.870231147,22.42497721,22.42497721,22.42497721,0,0,0,1211.832141
4/28/2005,1194.520592,1146.03899,1281.948235,1194.520592,1194.520592,18.17053576,18.17053576,18.17053576,-5.090753711,-5.090753711,-5.090753711,23.26128947,23.26128947,23.26128947,0,0,0,1212.691128
4/29/2005,1194.76379,1147.072088,1283.922993,1194.76379,1194.76379,18.56634043,18.56634043,18.56634043,-5.397901005,-5.397901005,-5.397901005,23.96424143,23.96424143,23.96424143,0,0,0,1213.33013
5/2/2005,1195.493381,1141.603495,1281.617634,1195.493381,1195.493381,18.42684268,18.42684268,18.42684268,-6.712071659,-6.712071659,-6.712071659,25.13891433,25.13891433,25.13891433,0,0,0,1213.920224
5/3/2005,1195.736578,1145.551,1285.835112,1195.736578,1195.736578,20.57865686,20.57865686,20.57865686,-4.614980098,-4.614980098,-4.614980098,25.19363696,25.19363696,25.19363696,0,0,0,1216.315235
5/4/2005,1195.979775,1150.786925,1283.584465,1195.979775,1195.979775,20.20737853,20.20737853,20.20737853,-4.870231147,-4.870231147,-4.870231147,25.07760967,25.07760967,25.07760967,0,0,0,1216.187154
5/5/2005,1196.222972,1150.036779,1280.571475,1196.222972,1196.222972,19.70504765,19.70504765,19.70504765,-5.090753711,-5.090753711,-5.090753711,24.79580136,24.79580136,24.79580136,0,0,0,1215.92802
5/6/2005,1196.466169,1141.843382,1282.343578,1196.466169,1196.466169,18.95939143,18.95939143,18.95939143,-5.397901005,-5.397901005,-5.397901005,24.35729243,24.35729243,24.35729243,0,0,0,1215.425561
5/9/2005,1197.195761,1140.840612,1281.772218,1197.195761,1197.195761,15.53589153,15.53589153,15.53589153,-6.712071659,-6.712071659,-6.712071659,22.24796319,22.24796319,22.24796319,0,0,0,1212.731652
5/10/2005,1197.438958,1146.016037,1282.056923,1197.438958,1197.438958,16.72960739,16.72960739,16.72960739,-4.614980098,-4.614980098,-4.614980098,21.34458748,21.34458748,21.34458748,0,0,0,1214.168565
5/11/2005,1197.682155,1145.328761,1281.257021,1197.682155,1197.682155,15.50887027,15.50887027,15.50887027,-4.870231147,-4.870231147,-4.870231147,20.37910142,20.37910142,20.37910142,0,0,0,1213.191025
5/12/2005,1197.925352,1144.936759,1284.006102,1197.925352,1197.925352,14.28573823,14.28573823,14.28573823,-5.090753711,-5.090753711,-5.090753711,19.37649194,19.37649194,19.37649194,0,0,0,1212.21109
5/13/2005,1198.168549,1138.172329,1278.454466,1198.168549,1198.168549,12.96431553,12.96431553,12.96431553,-5.397901005,-5.397901005,-5.397901005,18.36221654,18.36221654,18.36221654,0,0,0,1211.132865
5/16/2005,1198.898141,1140.621519,1278.358199,1198.898141,1198.898141,8.783771993,8.783771993,8.783771993,-6.712071659,-6.712071659,-6.712071659,15.49584365,15.49584365,15.49584365,0,0,0,1207.681913
5/17/2005,1199.141338,1140.341678,1274.521263,1199.141338,1199.141338,10.05876944,10.05876944,10.05876944,-4.614980098,-4.614980098,-4.614980098,14.67374954,14.67374954,14.67374954,0,0,0,1209.200107
5/18/2005,1199.384535,1139.669098,1278.642293,1199.384535,1199.384535,9.079331921,9.079331921,9.079331921,-4.870231147,-4.870231147,-4.870231147,13.94956307,13.94956307,13.94956307,0,0,0,1208.463867
5/19/2005,1199.627732,1138.573136,1275.860157,1199.627732,1199.627732,8.246478718,8.246478718,8.246478718,-5.090753711,-5.090753711,-5.090753711,13.33723243,13.33723243,13.33723243,0,0,0,1207.874211
5/20/2005,1199.870929,1136.84546,1279.162738,1199.870929,1199.870929,7.449004322,7.449004322,7.449004322,-5.397901005,-5.397901005,-5.397901005,12.84690533,12.84690533,12.84690533,0,0,0,1207.319933
5/23/2005,1200.60052,1140.014731,1280.693833,1200.60052,1200.60052,5.434958497,5.434958497,5.434958497,-6.712071659,-6.712071659,-6.712071659,12.14703016,12.14703016,12.14703016,0,0,0,1206.035479
5/24/2005,1200.843717,1146.123198,1277.439463,1200.843717,1200.843717,7.547343448,7.547343448,7.547343448,-4.614980098,-4.614980098,-4.614980098,12.16232355,12.16232355,12.16232355,0,0,0,1208.391061
5/25/2005,1201.086915,1138.610877,1277.488247,1201.086915,1201.086915,7.416946754,7.416946754,7.416946754,-4.870231147,-4.870231147,-4.870231147,12.2871779,12.2871779,12.2871779,0,0,0,1208.503861
5/26/2005,1201.330112,1142.303928,1279.741233,1201.330112,1201.330112,7.416174687,7.416174687,7.416174687,-5.090753711,-5.090753711,-5.090753711,12.5069284,12.5069284,12.5069284,0,0,0,1208.746286
5/27/2005,1201.573309,1139.56391,1274.243275,1201.573309,1201.573309,7.405655408,7.405655408,7.405655408,-5.397901005,-5.397901005,-5.397901005,12.80355641,12.80355641,12.80355641,0,0,0,1208.978964
5/31/2005,1202.546097,1140.000487,1283.166145,1202.546097,1202.546097,9.697013166,9.697013166,9.697013166,-4.614980098,-4.614980098,-4.614980098,14.31199326,14.31199326,14.31199326,0,0,0,1212.24311
6/1/2005,1202.789294,1145.085932,1285.902006,1202.789294,1202.789294,9.775182859,9.775182859,9.775182859,-4.870231147,-4.870231147,-4.870231147,14.64541401,14.64541401,14.64541401,0,0,0,1212.564477
6/2/2005,1203.032491,1149.70182,1284.91607,1203.032491,1203.032491,9.819973533,9.819973533,9.819973533,-5.090753711,-5.090753711,-5.090753711,14.91072724,14.91072724,14.91072724,0,0,0,1212.852465
6/3/2005,1203.275689,1144.857518,1278.804228,1203.275689,1203.275689,9.686299967,9.686299967,9.686299967,-5.397901005,-5.397901005,-5.397901005,15.08420097,15.08420097,15.08420097,0,0,0,1212.961989
6/6/2005,1204.00528,1140.895231,1284.972882,1204.00528,1204.00528,8.138727556,8.138727556,8.138727556,-6.712071659,-6.712071659,-6.712071659,14.85079922,14.85079922,14.85079922,0,0,0,1212.144007
6/7/2005,1204.248477,1143.403261,1280.350301,1204.248477,1204.248477,9.854847422,9.854847422,9.854847422,-4.614980098,-4.614980098,-4.614980098,14.46982752,14.46982752,14.46982752,0,0,0,1214.103324
6/8/2005,1204.491674,1146.09201,1283.606696,1204.491674,1204.491674,9.050641714,9.050641714,9.050641714,-4.870231147,-4.870231147,-4.870231147,13.92087286,13.92087286,13.92087286,0,0,0,1213.542316
6/9/2005,1204.734871,1142.112684,1284.850352,1204.734871,1204.734871,8.109811288,8.109811288,8.109811288,-5.090753711,-5.090753711,-5.090753711,13.200565,13.200565,13.200565,0,0,0,1212.844683
6/10/2005,1204.978068,1143.494278,1282.289742,1204.978068,1204.978068,6.91222382,6.91222382,6.91222382,-5.397901005,-5.397901005,-5.397901005,12.31012482,12.31012482,12.31012482,0,0,0,1211.890292
6/13/2005,1205.70766,1137.560162,1278.921479,1205.70766,1205.70766,1.986928541,1.986928541,1.986928541,-6.712071659,-6.712071659,-6.712071659,8.6990002,8.6990002,8.6990002,0,0,0,1207.694588
6/14/2005,1205.950857,1139.410354,1274.760829,1205.950857,1205.950857,2.615798349,2.615798349,2.615798349,-4.614980098,-4.614980098,-4.614980098,7.230778446,7.230778446,7.230778446,0,0,0,1208.566655
6/15/2005,1206.194054,1137.998073,1278.081821,1206.194054,1206.194054,0.794199876,0.794199876,0.794199876,-4.870231147,-4.870231147,-4.870231147,5.664431023,5.664431023,5.664431023,0,0,0,1206.988254
6/16/2005,1206.437251,1141.300351,1277.542478,1206.437251,1206.437251,-1.065432298,-1.065432298,-1.065432298,-5.090753711,-5.090753711,-5.090753711,4.025321413,4.025321413,4.025321413,0,0,0,1205.371819
6/17/2005,1206.680448,1132.594359,1275.021746,1206.680448,1206.680448,-3.056641596,-3.056641596,-3.056641596,-5.397901005,-5.397901005,-5.397901005,2.341259408,2.341259408,2.341259408,0,0,0,1203.623807
6/20/2005,1207.410039,1131.30519,1270.821375,1207.410039,1207.410039,-9.392302608,-9.392302608,-9.392302608,-6.712071659,-6.712071659,-6.712071659,-2.68023095,-2.68023095,-2.68023095,0,0,0,1198.017737
6/21/2005,1207.653237,1131.605399,1269.979041,1207.653237,1207.653237,-8.856356324,-8.856356324,-8.856356324,-4.614980098,-4.614980098,-4.614980098,-4.241376226,-4.241376226,-4.241376226,0,0,0,1198.79688
6/22/2005,1207.896434,1122.621153,1265.970141,1207.896434,1207.896434,-10.56663231,-10.56663231,-10.56663231,-4.870231147,-4.870231147,-4.870231147,-5.696401162,-5.696401162,-5.696401162,0,0,0,1197.329801
6/23/2005,1208.139631,1128.531722,1262.694341,1208.139631,1208.139631,-12.10858279,-12.10858279,-12.10858279,-5.090753711,-5.090753711,-5.090753711,-7.017829076,-7.017829076,-7.017829076,0,0,0,1196.031048
6/24/2005,1208.382828,1127.209683,1266.884624,1208.382828,1208.382828,-13.57861747,-13.57861747,-13.57861747,-5.397901005,-5.397901005,-5.397901005,-8.180716461,-8.180716461,-8.180716461,0,0,0,1194.80421
6/27/2005,1209.112419,1121.542575,1263.14742,1209.112419,1209.112419,-17.23054343,-17.23054343,-17.23054343,-6.712071659,-6.712071659,-6.712071659,-10.51847177,-10.51847177,-10.51847177,0,0,0,1191.881876
6/28/2005,1209.355616,1121.371176,1263.174408,1209.355616,1209.355616,-15.48220381,-15.48220381,-15.48220381,-4.614980098,-4.614980098,-4.614980098,-10.86722372,-10.86722372,-10.86722372,0,0,0,1193.873412
6/29/2005,1209.598813,1123.49934,1263.845128,1209.598813,1209.598813,-15.85844613,-15.85844613,-15.85844613,-4.870231147,-4.870231147,-4.870231147,-10.98821498,-10.98821498,-10.98821498,0,0,0,1193.740367
6/30/2005,1209.84201,1121.988257,1266.016476,1209.84201,1209.84201,-15.97158316,-15.97158316,-15.97158316,-5.090753711,-5.090753711,-5.090753711,-10.88082944,-10.88082944,-10.88082944,0,0,0,1193.870427
7/1/2005,1210.085208,1125.686415,1259.261027,1210.085208,1210.085208,-15.9469584,-15.9469584,-15.9469584,-5.397901005,-5.397901005,-5.397901005,-10.5490574,-10.5490574,-10.5490574,0,0,0,1194.138249
7/5/2005,1211.057996,1130.899379,1268.546552,1211.057996,1211.057996,-11.82334758,-11.82334758,-11.82334758,-4.614980098,-4.614980098,-4.614980098,-7.208367478,-7.208367478,-7.208367478,0,0,0,1199.234648
7/6/2005,1211.301193,1133.407187,1273.710418,1211.301193,1211.301193,-10.83045529,-10.83045529,-10.83045529,-4.870231147,-4.870231147,-4.870231147,-5.960224146,-5.960224146,-5.960224146,0,0,0,1200.470738
7/7/2005,1211.54439,1132.664681,1273.442768,1211.54439,1211.54439,-9.684371951,-9.684371951,-9.684371951,-5.090753711,-5.090753711,-5.090753711,-4.59361824,-4.59361824,-4.59361824,0,0,0,1201.860018
